,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,10.0,195.37556410947357,128.47554783743763,122.6243982067736,91.01960787601888,91.82824337825213,85.64073003580751,291.64237146700634,179.1720095167033,88.84205430318424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,302.8803983077787,71.9970376955728,104.27427404980361,105.00968929916013,117.40234591215115,122.90059486948849,224.07972047382714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,277.4618113555285,97.18146396709764,82.9365694059235,78.27427957624826,60.01773345313367,82.9117201626753,135.173715253283,58.26698171479303,177.0487158950876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.0,215.2977825829013,104.75354758015635,76.52505786368089,48.09557845585958,41.69970515276541,44.87772037064716,48.19151411869097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,165.94699226304238,156.4926495803028,135.81171032188814,171.6737446526835,141.39724796445634,128.81360143230276,159.72034211962585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22.0,68.73606689710837,76.27538974822363,81.43533327330681,68.94784900870249,85.16020789260463,91.08630551680082,182.09977749691458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26.0,126.34590449692428,89.65914583462758,180.30969750133346,174.39844786099127,100.23665486076099,66.48413935395855,105.87728341040032,75.21373569773219,87.69826836731454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27.0,117.27554052563048,160.37168887514986,131.29825831000184,109.96719814869321,94.6319452600144,129.1999104528683,130.14697591292216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29.0,235.7151236723537,144.4274059743402,98.00202533713853,158.1694071583421,156.27021129402436,81.15013331354095,258.2400571969376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31.0,184.7590491509858,116.2417290870074,81.92489548598424,122.25726831979239,149.37861604455264,138.75070475948516,120.99974128907854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32.0,277.4326074906107,71.03744431660584,42.875188882780115,38.23310947636578,57.8940993898407,61.1716171708565,44.05209773888132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,33.0,272.9768898200529,63.45523618968785,115.08705833819933,121.69618640117727,112.67190998072158,114.66194334033645,107.0462528051172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35.0,167.74111383435164,167.86206679347373,157.92683912734802,136.91262616400323,111.07536725984245,104.79759753479553,87.72088855182822,128.35616312882007,127.78987582936824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.0,46.48154394351221,85.18289127075752,88.82375651292755,57.07446296749542,59.12220059661715,67.62175436886123,115.46598718909351,74.05821130015714,75.92839461581214,43.14970228375518,82.58784920603365,123.35702611753653,75.53277209958662,114.90407621534601,104.26814259727446,48.69817196016077,84.37811337197606,49.04695024368025,42.8284240994489,60.272515900048084,41.86209220537626,43.104021097955936,77.70087877315682,81.68905790257458,107.46745240104985,106.26980396327244,116.52431683901025,95.05292842860646,179.071915020952,291.3042705403146,109.37101522478723,123.48798926376215,103.08018084712216,104.39060080991271,75.96022438684919,79.8575220502602,101.8009106768471,80.74555347807708
14,42.0,256.09715534124,102.48055620471048,92.87796269178592,41.81270912674074,71.02254973530981,112.72721218650288,206.4334960459552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,45.0,82.7000573735087,104.49494645435124,63.47090842379336,111.12179533547803,124.06141603922184,176.97309812062002,258.44190165744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47.0,165.06376473340262,130.7278256246898,98.37793960241939,135.24510828296923,125.1604242673333,110.92657071311096,156.76933885161483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,48.0,189.16945991947983,107.70865990287324,65.55380180098557,69.9847890093483,106.44046467511168,168.36562852883964,249.26911164253715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,49.0,175.94372617132032,58.15315940745061,118.1514397945134,82.94404776705333,87.7303132116163,55.04691387323903,247.02434383846452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,54.0,257.7069496780257,140.77954602916304,131.15931898849684,139.19604210921523,116.78409310894652,180.91743558701756,186.40787482102436,184.02978114181096,184.67095210670118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,55.0,262.8941562000293,228.7413525655879,193.70940569835295,210.8464054255461,231.6798738631428,159.997449737153,188.17674587107172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6.0,39.71714536809415,52.72897748624869,152.7958292871428,250.85013011780742,78.10420855851171,81.46406180643781,66.62088459063347,79.6431543468527,167.2748397762879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,66.0,79.11692026073779,87.6601945377624,76.7913673946996,76.91655225361013,77.57021198796758,93.10458037083072,83.86604992780069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,69.0,173.1767848538722,217.17051314882985,156.6045748221773,130.38904363458823,128.3798880491315,129.11605157525472,149.62164831134072,115.32679641008924,62.547553368616164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7.0,145.9164482621855,158.26261362904066,160.39291835099397,133.6522651738967,101.8450019193063,94.36878168642848,125.17584470957095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8.0,85.99699611373933,75.76399476217037,87.468040390082,99.59946460423686,103.6769936125706,109.75465152503085,80.84510104991855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
