,0,1,2,3,4,5,6,7
0,14.0,9.827091823135367,-0.8480704195717732,-1.2036232904472342,-0.4023867605489184,-0.1946603138845986,-0.9894222066295257,3.3229068067690815
1,21.0,0.0,,,,,,
2,23.0,0.0,,,,,,
3,25.0,-0.17364068061632132,-0.4941313672133685,-0.5344263988128817,0.3627910410346944,-0.08104006073812142,-0.4068890650120709,-0.7932235291371903
4,34.0,92.43703218057199,3.5245593930695307,-1.0621178713395305,-0.4698226945353241,-0.10787447731060285,-0.9169332694632892,-1.5805840129163373
5,39.0,-1.2119756567372189,0.18565639069731388,2.296827575323558,-0.2537970842100039,2.4279798141831446,2.3832859239351745,-1.5071654610464411
6,43.0,-0.9520727258949617,-1.146059526287588,0.196546732268589,-0.6883132333939916,-0.25197346991142977,-0.7063279532526447,-0.7322889244697701
7,46.0,65.88509224307265,-1.4544725492678927,-0.41983063527155684,-0.5038508264146762,1.584360252375995,1.0510651469304495,-0.7602384877439201
8,51.0,0.5129086948024213,-0.27040773185106426,-1.2795952336639547,-1.1665404840281364,-0.7554372723337788,-0.9440940348120748,
9,57.0,24.972584458122352,1.3237302033149136,-0.6362273466306378,-1.3880416985289774,0.15487823324272432,-1.0116647269797314,-1.1093239769960463
10,71.0,9.885713057218073,-1.3941689707554237,0.08035632781308966,-0.9674280383675868,-0.6096836393099276,-0.947744357673149,0.26994389077330805
11,72.0,1.127112541340316,-0.8090066262608304,-0.8226166742352499,-1.4663944208007844,-1.54541175983557,-1.4728893453014493,1.4028424777695205
12,77.0,-1.3333649160389474,5.914631209681845,0.17938825276335058,0.6853858929125627,1.8861049785631172,-0.749645362928828,-1.1669301946031156
13,78.0,0.0,,,,,,
14,79.0,-0.7960412956642307,1.2543873685364302,-0.4023916583813647,-0.8656384226872618,1.482882938661696,-0.595373291261537,-1.2086056387662831
15,80.0,0.5186908198849101,0.47725681304726164,3.00851621346537,-1.0884718394663424,0.30736200479086984,0.01545716803556152,0.0023955173906768934
16,82.0,110.78685205928689,-0.18452314454720709,0.6575472093706534,-0.7257184328046078,-1.569198662592818,0.5461826456715295,-0.9003571397541399
17,83.0,91.60837106223754,0.012573507730571087,-0.495919391053933,-0.005653879172699661,1.6200604046565674,1.510762190543029,2.064330037527279
18,84.0,0.0,,,,,,
19,85.0,-1.1724033570259156,1.235475898143597,-1.2896394915951916,-1.2274932666632756,-1.5044343612267383,-0.2266334739719249,2.3950128261773624
20,87.0,0.0,,,,,,
21,88.0,0.0,,,,,,
22,89.0,-1.6817741051768336,0.11992292470354693,6.584761454006792,0.19057617274275573,-1.2701575737987156,-0.9033916695908055,-0.7900723029849308
23,91.0,4.4437428389023825,-0.901788982376635,0.19825042276791605,0.15980913226250104,-0.4495864513229102,-1.026656913906033,-1.205405992785985
24,92.0,41.9735878712269,-1.5003562466190443,0.1628915716995074,-0.7808979295954379,-1.4979549474662484,0.13287560530767495,1.0449029956533469
25,93.0,-0.5518018156787714,-0.752053893102179,-1.0110495189709483,0.38282526666812045,-0.05374163143334476,-0.3843231461292631,-0.09410598734893894
