,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,10.0,657.45,669.7714285714286,739.0985915492957,771.4202898550725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,452.53731343283584,534.3880597014926,506.8051948051948,434.94117647058823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,777.968253968254,798.8235294117648,785.7391304347826,784.5217391304348,789.0,794.9411764705883,770.7246376811594,780.1159420289855,793.8823529411765,795.5223880597015,787.8823529411765,785.9710144927536,769.0857142857143,783.1304347826087,797.8823529411765,809.030303030303,797.2537313432836,791.4705882352941,806.2686567164179,812.4776119402985,845.375,823.0153846153846,775.7538461538461,820.9454545454546,398.0952380952381,709.1636363636363,831.2,632.0,,,,,,,,,,,,,,,,,,,
3,16.0,682.0266666666666,652.7792207792207,652.5128205128206,674.2631578947369,675.7538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,653.2394366197183,654.2162162162163,658.9589041095891,515.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22.0,720.3733333333333,729.4492753623189,720.5079365079365,716.2898550724638,749.3714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26.0,654.85,675.1,670.6172839506173,686.4810126582279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27.0,676.8717948717949,649.6666666666666,669.0864197530864,673.95,678.25,695.6410256410256,636.0941176470589,705.5584415584416,690.3589743589744,686.5822784810126,648.0481927710844,664.5853658536586,673.3333333333334,688.8101265822785,671.5,679.5,689.6410256410256,673.1851851851852,647.3253012048193,686.6835443037975,606.7865168539325,663.9512195121952,689.0434782608696,,620.0,,,,614.6666666666666,,,612.0,,,,,,,,,,,,,,,
8,29.0,612.6666666666666,185.45454545454547,274.0,219.33333333333334,292.0,217.33333333333334,222.94736842105263,226.28571428571428,412.57142857142856,474.4,468.0,,120.0,334.0,544.0,465.0,466.0,,1016.6222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31.0,685.4794520547945,712.1333333333333,718.8888888888889,426.1111111111111,692.1846153846154,659.8333333333334,680.7368421052631,715.7714285714286,726.5846153846154,732.2739726027397,737.5428571428571,731.9411764705883,736.6027397260274,751.2571428571429,757.7971014492754,741.2,705.8333333333334,740.9090909090909,706.4347826086956,744.0,767.5757575757576,735.8904109589041,759.2835820895523,751.7575757575758,747.0588235294117,737.3913043478261,741.6119402985074,787.3333333333334,779.8032786885246,780.4242424242424,755.2676056338029,764.9714285714285,767.5428571428571,730.8405797101449,737.625,333.2307692307692,743.876923076923,771.2727272727273,578.0,,,,,512.0,,,530.0
10,32.0,798.551724137931,775.9333333333333,858.0408163265306,811.3103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,33.0,689.0,807.7377049180328,808.5714285714286,826.5084745762712,794.9166666666666,908.7407407407408,856.5818181818182,864.734693877551,879.7818181818182,926.4444444444445,914.7636363636364,802.5217391304348,883.6666666666666,847.625,862.4666666666667,890.5573770491803,876.7741935483871,863.3650793650794,825.5384615384615,830.8666666666667,224.22222222222223,728.0,418.90909090909093,289.0,632.0,,,,,,,,,,,,,,,,,,,,,,
12,35.0,609.2631578947369,586.5542168674699,635.0123456790124,627.5813953488372,641.6708860759494,612.5714285714286,654.8275862068965,639.9487179487179,656.8450704225352,656.6060606060606,648.2253521126761,645.6969696969697,637.968253968254,656.3428571428572,608.0987654320987,623.943661971831,630.2028985507246,593.2941176470588,620.1666666666666,621.125,661.4328358208955,647.887323943662,670.2162162162163,668.9655172413793,645.0555555555555,637.972602739726,627.0649350649351,408.0,400.5,506.0,,,,,,,,,,,,,,,,,
13,4.0,508.81481481481484,698.8666666666667,469.0769230769231,713.0169491525423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,42.0,755.5294117647059,726.0289855072464,723.8,368.9756097560976,371.8048780487805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,45.0,636.1395348837209,645.2857142857143,622.0689655172414,614.2272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47.0,619.047619047619,648.7619047619048,627.6744186046511,606.8045977011494,587.2558139534884,613.1494252873563,591.7752808988764,605.0222222222222,605.4146341463414,613.2,610.2022471910112,587.0232558139535,587.1910112359551,605.7931034482758,628.5176470588235,597.6,620.6436781609195,607.0232558139535,607.1555555555556,586.2222222222222,613.8048780487804,644.7179487179487,609.9636363636364,,633.0,640.0,636.0,,,,,,,,,,,,,,,,,,,,
17,48.0,366.7878787878788,301.6969696969697,375.25925925925924,780.9285714285714,776.0727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,49.0,690.3428571428572,669.0555555555555,657.0126582278481,667.7368421052631,699.3513513513514,730.972972972973,723.2432432432432,757.6231884057971,713.6111111111111,740.2898550724638,760.6760563380282,768.5294117647059,703.0,719.6666666666666,728.5555555555555,724.0,748.7428571428571,814.1212121212121,793.5151515151515,712.2777777777778,801.7333333333333,749.6111111111111,686.5333333333333,129.04347826086956,324.44444444444446,,385.6,,,,,,,,,,,,,,,,,,,,
19,54.0,743.4520547945206,772.6285714285714,766.8571428571429,788.2898550724638,797.4193548387096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,55.0,693.7058823529412,695.4929577464789,686.7878787878788,653.038961038961,691.8730158730159,711.4054054054054,693.8666666666667,723.8918918918919,719.4444444444445,735.5068493150685,764.5217391304348,781.4492753623189,707.820895522388,730.1290322580645,415.6521739130435,498.90909090909093,110.66666666666667,,628.0,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6.0,873.3548387096774,872.6451612903226,876.1311475409836,880.4590163934427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,66.0,594.0983606557377,590.9565217391304,593.9710144927536,590.4810126582279,599.8974358974359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,69.0,633.8765432098766,618.6511627906976,609.0337078651686,628.6666666666666,629.1666666666666,661.9718309859155,676.0512820512821,642.5454545454545,676.25,663.4782608695652,627.7402597402597,623.6666666666666,644.0963855421687,644.7272727272727,648.3636363636364,665.2121212121212,646.8947368421053,648.3037974683544,623.8072289156627,649.0952380952381,647.1325301204819,665.92,662.9268292682926,681.4683544303797,669.3333333333334,654.6506024096385,661.9746835443038,650.1578947368421,676.054794520548,191.9,381.0566037735849,209.0,,,400.0,,404.0,,,,,,552.0,,616.0,,
24,7.0,724.4324324324324,714.1866666666666,714.1578947368421,712.2105263157895,771.4285714285714,764.6285714285714,711.9473684210526,789.8550724637681,763.4366197183099,749.5,750.3888888888889,769.6,778.9714285714285,777.6,748.6666666666666,746.6666666666666,810.2686567164179,816.969696969697,802.2686567164179,757.4084507042254,790.2941176470588,716.8947368421053,680.1739130434783,451.2,,,612.0,612.0,608.0,,,,612.0,,,,,,,,,,,,,,
