,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,14.0,5.05607795715332,5.052003860473633,5.0410990715026855,5.038796901702881,5.0366435050964355,5.0343427658081055,5.032392978668213,5.031978607177734,5.031524181365967,5.031507968902588,5.041816711425781,5.0535502433776855,5.05889368057251,5.060275554656982,5.058004379272461,5.05325984954834,5.043002605438232,5.0293803215026855,5.011226177215576,4.989151954650879,4.963150501251221,4.932176113128662,4.9052863121032715,4.9110026359558105,4.917923450469971,4.924617290496826,4.93126106262207,4.937190532684326,4.9412407875061035,4.9478068351745605,4.9595866203308105,4.969930171966553,4.976242542266846,4.982020854949951,4.985376834869385,5.000548839569092,,,,,,,,,,,
1,21.0,5.446740627288818,5.4546356201171875,5.463633060455322,5.473208904266357,5.481744766235352,5.4897003173828125,5.496086120605469,5.495172023773193,5.495339870452881,5.495418548583984,5.4963765144348145,5.497406005859375,5.495655059814453,5.49384880065918,5.492238521575928,5.49053430557251,5.489073276519775,5.487381458282471,5.485586643218994,5.4842987060546875,5.489202976226807,5.466688632965088,5.439964771270752,5.4106364250183105,5.382551670074463,5.351320743560791,5.315999984741211,5.275211334228516,5.227378845214844,5.170796871185303,5.101562976837158,5.005371570587158,4.909392833709717,4.919179439544678,4.933570861816406,4.939495086669922,,,,,,,,,,,
2,23.0,4.799429416656494,4.795950412750244,4.792484283447266,4.788541793823242,4.784775257110596,4.780871868133545,4.778119087219238,4.7794413566589355,4.780857086181641,5.483217716217041,5.483170986175537,5.483188629150391,5.483131408691406,5.482828617095947,5.48247766494751,5.4824700355529785,5.482064723968506,5.4819254875183105,5.481538772583008,5.481527328491211,5.481205463409424,4.782257556915283,4.781585693359375,4.781127452850342,4.780467510223389,4.780118942260742,4.779995441436768,4.77990198135376,4.779703140258789,4.779277801513672,4.779263496398926,4.77901554107666,4.77888822555542,4.778820514678955,4.778723239898682,4.77873420715332,,,,,,,,,,,
3,25.0,5.676297664642334,5.676969528198242,5.6773247718811035,5.681127071380615,5.68768835067749,5.693737030029297,5.699666976928711,5.705540180206299,5.710853576660156,5.706730365753174,5.702718734741211,5.1463165283203125,5.140254497528076,5.13424015045166,5.135990619659424,5.135626792907715,5.131330966949463,5.121145248413086,5.110206604003906,5.09898042678833,5.0890889167785645,5.092600345611572,5.094447135925293,5.067037105560303,5.035429954528809,5.037176132202148,5.019618511199951,4.999584674835205,4.997096538543701,4.97764253616333,4.958302021026611,4.938144207000732,4.915028095245361,4.8903350830078125,4.866916179656982,4.893344402313232,,,,,,,,,,,
4,34.0,5.294477462768555,5.86440896987915,5.867231845855713,5.869550704956055,5.873212814331055,5.876741409301758,5.877408504486084,5.876574993133545,5.876121520996094,5.8760809898376465,5.876401424407959,5.87690544128418,5.877511978149414,5.31345796585083,5.314173221588135,5.316487789154053,5.316648483276367,5.316856384277344,5.317808628082275,5.3183064460754395,5.318099498748779,5.316967964172363,5.315523624420166,5.31329870223999,5.311517715454102,5.310340881347656,5.308596134185791,5.307013988494873,5.307039737701416,5.306492805480957,5.306607723236084,5.301377773284912,5.292685031890869,5.284162521362305,5.275533199310303,5.267461776733398,5.259366989135742,5.2508463859558105,5.242753505706787,5.233493328094482,5.222191333770752,5.211174488067627,5.1997599601745605,5.196048736572266,5.191463470458984,5.187934398651123,
5,39.0,5.256778240203857,5.256397724151611,5.25640344619751,5.256476879119873,5.256691932678223,5.258437633514404,5.2588019371032715,5.259425163269043,4.354020595550537,4.357490062713623,4.360156536102295,4.362106800079346,4.365030288696289,4.368635177612305,4.371509552001953,4.37430477142334,4.3744354248046875,4.375685214996338,4.3770976066589355,4.378106594085693,4.377706527709961,4.376838207244873,4.377490043640137,4.378043174743652,4.378098011016846,4.378249645233154,4.379347801208496,4.380657196044922,4.381255626678467,4.381486415863037,4.382420539855957,4.379909992218018,4.374692916870117,4.371086597442627,4.368710041046143,4.3588128089904785,4.350982189178467,4.854687213897705,4.849259853363037,4.844089031219482,4.841472148895264,4.835869312286377,4.8278422355651855,4.822665691375732,4.819760799407959,4.834993839263916,
6,43.0,3.824739456176758,3.8112118244171143,3.8005120754241943,3.735971689224243,3.7147769927978516,3.699143648147583,3.6754753589630127,3.6508891582489014,3.572868585586548,3.5374202728271484,3.539674997329712,3.5405991077423096,3.5412185192108154,3.541733741760254,3.543238639831543,3.586669683456421,3.6036159992218018,3.6130645275115967,3.6165952682495117,3.6281535625457764,3.6311357021331787,3.62680983543396,3.6366961002349854,3.6387481689453125,3.63508677482605,3.6339874267578125,3.635667562484741,3.6305809020996094,3.62724232673645,3.628643274307251,3.6385295391082764,3.6975934505462646,3.7057979106903076,3.8038902282714844,3.866196870803833,3.897813558578491,,,,,,,,,,,
7,46.0,4.942830562591553,4.890136241912842,4.889149188995361,4.881446361541748,4.873477458953857,4.871880531311035,4.871037006378174,4.870659351348877,4.870431423187256,4.870975971221924,4.871473789215088,4.8693318367004395,4.868039131164551,4.869839191436768,5.078427791595459,5.213101387023926,5.2929158210754395,5.349054336547852,5.390689373016357,5.417513370513916,5.4322028160095215,5.435810565948486,5.427074432373047,5.404335021972656,5.36529016494751,5.323150157928467,5.321628093719482,5.323715686798096,5.323194980621338,5.322832107543945,5.322545051574707,5.315394878387451,5.314083576202393,5.314167499542236,5.313300132751465,5.312708377838135,,,,,,,,,,,
8,51.0,4.981104373931885,4.910760879516602,4.872627258300781,4.82103967666626,4.753053188323975,4.70598840713501,4.72698974609375,4.701553821563721,4.786294460296631,4.852191925048828,4.9721832275390625,5.055160045623779,5.1143341064453125,5.154178619384766,5.178525447845459,5.165650844573975,5.138410568237305,5.099995136260986,5.062427043914795,5.022678852081299,4.990411281585693,4.95835542678833,4.876378536224365,4.780572414398193,4.647946357727051,4.445957183837891,4.117225170135498,4.110753536224365,4.112022876739502,4.107573986053467,4.095576763153076,4.085403919219971,4.086666107177734,4.084828853607178,4.079902172088623,4.071889400482178,4.051811218261719,4.030378818511963,4.008615493774414,3.993509292602539,3.978498697280884,3.969733238220215,3.961517095565796,3.9506304264068604,3.926525831222534,3.9042251110076904,3.884866714477539
9,57.0,4.712258815765381,4.708536624908447,4.704542636871338,4.700709819793701,4.696151256561279,4.689548015594482,4.683197021484375,4.683470249176025,4.683300018310547,4.682863712310791,4.682225227355957,4.68173885345459,4.681910514831543,4.682355880737305,4.6827239990234375,4.682850360870361,4.683202266693115,4.683477878570557,4.683820724487305,4.684320449829102,4.684483051300049,4.684903621673584,4.686042785644531,4.686825275421143,4.68751335144043,4.687199115753174,4.683280944824219,4.679310321807861,4.675146579742432,4.670509338378906,4.6654486656188965,4.659715175628662,4.653920650482178,4.647581100463867,4.639584064483643,4.631576061248779,4.620479583740234,4.611135005950928,4.611657619476318,4.6118483543396,4.6118855476379395,4.612314701080322,4.612598419189453,4.6128153800964355,4.612539768218994,4.6125593185424805,
10,71.0,5.2997894287109375,5.289606094360352,5.259298801422119,4.898444175720215,4.8949785232543945,4.876132488250732,4.846670627593994,4.837052822113037,4.837882995605469,4.844995021820068,5.0383148193359375,5.046229362487793,5.0534281730651855,5.060765266418457,5.068149566650391,5.071069240570068,5.078324794769287,5.082451343536377,5.085782051086426,5.089585304260254,5.09345006942749,5.094648838043213,4.90430212020874,4.903261661529541,4.902578830718994,4.901723384857178,4.900162696838379,4.898735046386719,4.898629665374756,4.895229339599609,4.891647815704346,4.887932300567627,4.88327169418335,4.880340576171875,4.878665447235107,4.87755823135376,4.876754283905029,4.876535892486572,4.877579689025879,4.878566741943359,4.87809944152832,4.875268459320068,4.872702121734619,4.870559215545654,4.869226932525635,4.869004726409912,
11,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,77.0,3.741903066635132,3.754305124282837,3.765143394470215,3.8543989658355713,3.857355833053589,3.8799660205841064,3.8758704662323,3.8563594818115234,3.861168622970581,3.8376576900482178,3.7798311710357666,3.7729434967041016,3.7545299530029297,3.730381727218628,3.7105987071990967,3.5890324115753174,3.574687957763672,3.5261356830596924,3.526000738143921,3.5638864040374756,3.542187452316284,3.560436487197876,3.5781266689300537,3.563079595565796,3.558319091796875,3.616766929626465,3.76159405708313,3.8597757816314697,3.944671630859375,4.0200514793396,4.092916488647461,4.151158809661865,4.215633869171143,4.276583671569824,4.332485675811768,4.3784332275390625,,,,,,,,,,,
13,78.0,4.4087605476379395,4.3734002113342285,4.327373027801514,4.255346298217773,4.246678829193115,4.20508337020874,4.171844959259033,4.123104095458984,4.1260085105896,4.121690273284912,4.1103835105896,4.104546546936035,4.107685565948486,4.086665630340576,4.063856601715088,4.048758029937744,3.953953504562378,3.9382526874542236,3.9669437408447266,4.031069278717041,4.034824848175049,4.033511638641357,4.050252437591553,4.058112621307373,4.112337589263916,4.16932487487793,4.258578777313232,4.311028957366943,4.353339672088623,4.4049072265625,4.416425704956055,4.407115459442139,4.418493747711182,4.428737163543701,4.441954135894775,4.464763641357422,,,,,,,,,,,
14,79.0,3.930155038833618,3.912602663040161,3.8947627544403076,4.116332530975342,4.200453281402588,4.117414951324463,4.162824630737305,4.22499418258667,4.277488708496094,4.325820446014404,4.369165897369385,4.408301830291748,4.443889617919922,4.477102756500244,4.507665157318115,4.596289157867432,4.645352840423584,4.703093528747559,4.745332717895508,4.782548427581787,4.897607803344727,4.96505880355835,4.983595371246338,4.9966607093811035,5.020986080169678,5.041214466094971,5.0603790283203125,4.99289083480835,4.9699320793151855,4.977829456329346,4.931983470916748,5.125847339630127,5.074465751647949,5.020131587982178,5.048753261566162,5.081883907318115,,,,,,,,,,,
15,80.0,3.5148088932037354,3.528632164001465,3.5416479110717773,3.5541088581085205,3.565929651260376,3.558107376098633,3.7062206268310547,3.7065210342407227,3.7071425914764404,3.707550287246704,3.707737684249878,3.7078969478607178,3.7083728313446045,3.7086074352264404,3.7088449001312256,3.7090022563934326,3.7136409282684326,3.8120946884155273,3.7866649627685547,3.850944757461548,3.903974771499634,3.9502785205841064,3.991304397583008,4.029597759246826,4.066524505615234,4.100698471069336,4.131652355194092,4.160581588745117,4.16585636138916,4.144271373748779,4.123180866241455,4.097886562347412,4.070976257324219,4.0417327880859375,4.009934902191162,3.9803876876831055,,,,,,,,,,,
16,82.0,5.241738796234131,5.2472758293151855,5.246417999267578,4.8720550537109375,4.825010299682617,4.759984970092773,4.707704067230225,4.700206756591797,4.693587779998779,4.687015056610107,4.679886341094971,4.672618865966797,4.66417121887207,4.654928684234619,4.6444902420043945,4.621598720550537,4.6133036613464355,4.601335048675537,4.556111812591553,4.5552592277526855,4.554853916168213,4.555514335632324,4.556356906890869,4.556220531463623,4.552480220794678,4.554051876068115,4.5578155517578125,4.563569068908691,4.564110279083252,4.564550399780273,4.5648956298828125,4.638302326202393,4.650854110717773,4.654941082000732,4.657626628875732,4.660458087921143,4.6625590324401855,4.663372039794922,4.66452169418335,4.6662774085998535,4.669349670410156,4.6724853515625,4.675622463226318,4.63995885848999,4.631494045257568,4.633072376251221,4.634136199951172
17,83.0,4.895585060119629,4.88250732421875,4.867137432098389,4.849336624145508,4.838571548461914,4.8254852294921875,4.82342004776001,4.828042030334473,4.826635837554932,4.82611083984375,4.825771808624268,4.825683116912842,4.825890064239502,5.080406188964844,5.487141132354736,5.645147800445557,5.715795993804932,5.7344889640808105,5.710603713989258,5.650577068328857,5.557437896728516,5.421676158905029,5.238045692443848,4.989140033721924,4.667325019836426,4.226551532745361,4.260488510131836,4.297098636627197,4.3304524421691895,4.369163990020752,4.406191349029541,4.441956996917725,4.4661946296691895,4.505707263946533,4.543851852416992,4.580303192138672,,,,,,,,,,,
18,84.0,4.570389270782471,4.571230411529541,4.566870212554932,4.568353176116943,4.561855316162109,4.552455902099609,4.534491062164307,4.935547828674316,4.928661346435547,4.921596050262451,4.914475917816162,4.9067769050598145,4.898386001586914,4.891926288604736,4.8958916664123535,4.922658443450928,4.942068576812744,4.957437515258789,4.971733570098877,4.57142448425293,4.5823187828063965,4.712324142456055,4.71859884262085,4.724483966827393,4.732112407684326,4.7413249015808105,4.739387035369873,4.739818096160889,4.737673282623291,4.737492084503174,4.743631839752197,4.7477617263793945,4.75162935256958,4.648589611053467,4.648065090179443,4.64956521987915,,,,,,,,,,,
19,85.0,4.810417175292969,4.924965858459473,5.041111469268799,5.134647369384766,5.2240681648254395,5.301194190979004,5.353565216064453,5.405580997467041,5.43363618850708,5.476104736328125,5.517183780670166,5.539710998535156,5.540307521820068,5.542055606842041,5.544336795806885,5.546300411224365,5.547701358795166,5.549086093902588,5.551084995269775,5.552616119384766,5.554048538208008,5.555217742919922,5.55640983581543,5.557546615600586,5.55882453918457,5.560204982757568,5.561113357543945,5.561826705932617,5.5623321533203125,5.56267786026001,5.558891773223877,5.529609680175781,5.486207485198975,5.434036731719971,5.372457504272461,5.323724269866943,,,,,,,,,,,
20,87.0,5.1122283935546875,5.111297607421875,5.110818862915039,5.1105194091796875,5.109974384307861,5.10927677154541,5.1077775955200195,5.109222888946533,5.109943866729736,5.109965801239014,5.1100335121154785,5.110164642333984,5.110006809234619,5.110023021697998,5.10989236831665,5.1095147132873535,5.109498977661133,5.109532356262207,5.1093316078186035,5.10930061340332,5.109047889709473,5.1090521812438965,5.1091132164001465,5.109064102172852,5.109086990356445,5.108981609344482,5.109131336212158,5.109554290771484,5.109676837921143,5.10966682434082,5.110738277435303,5.110220909118652,5.10792350769043,5.105962753295898,5.102649688720703,5.100933074951172,,,,,,,,,,,
21,88.0,4.016359329223633,4.01079797744751,3.9852139949798584,3.9422531127929688,3.9535162448883057,3.952557325363159,4.303905963897705,4.30046272277832,4.29763126373291,4.29518985748291,4.293269157409668,4.291738510131836,4.290111541748047,4.331176280975342,4.371958255767822,4.410698413848877,4.446239471435547,4.483283519744873,4.230513572692871,4.273342609405518,4.313918590545654,4.3515543937683105,4.3866167068481445,4.420555591583252,4.453155040740967,4.454463958740234,4.454990386962891,4.455230712890625,4.455356121063232,4.462940216064453,4.464351654052734,4.452001094818115,4.43665075302124,4.419875621795654,4.391722679138184,4.37457275390625,,,,,,,,,,,
22,89.0,5.248678207397461,5.2219929695129395,5.1939377784729,5.165012836456299,5.135257244110107,5.105534076690674,5.075039386749268,5.195511341094971,5.192217826843262,5.191540241241455,4.8404860496521,4.8391852378845215,4.840839385986328,4.839725017547607,4.837088108062744,4.853209972381592,4.883100509643555,4.912482738494873,4.941607475280762,4.867031097412109,4.949713706970215,5.011138916015625,5.055997848510742,5.086890697479248,5.089745998382568,5.086763381958008,5.080196380615234,5.067026138305664,5.050900936126709,5.048716068267822,5.045540809631348,5.03713846206665,5.021554470062256,5.007325649261475,4.991652011871338,4.972649097442627,,,,,,,,,,,
