,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,14.0,11.327585,13.573962,9.754046,111.57585,9.757544,9.744708,9.758088,9.837928,10.057283,9.866213,9.723438,9.737793,9.734002,9.76459,9.726313,9.743859,9.729188,9.728242,9.724395,9.739768,9.722487,9.727265,9.7254305,9.729188,9.727265,9.728242,9.727301,9.730182,9.728242,9.726313,9.729188,9.732064,9.72442,9.729188,9.736884,9.736838,9.731121,9.733066
1,21.0,11.233038,9.80479,9.77734,9.775641,9.813174,9.897532,9.810597,9.8064375,9.802127,9.968357,9.8847685,9.827107,9.846733,9.822825,9.90651,9.845824,9.803071,9.93828,9.845853,9.812246,10.048775,9.833236,9.822635,9.827041,9.828245,9.873629,9.909727,9.88995,9.829438,10.06235,9.839789,9.869255,9.833295,9.830105,9.891278,9.96311,9.826954,9.835121
2,23.0,8.404709,8.509139,8.417906,8.41272,8.412469,8.408441,8.412,8.411283,8.410568,8.411283,8.407736,8.407269,8.40655,8.402538,8.413878,8.410568,8.403707,8.40655,8.404414,8.409146,8.409146,8.408441,8.407035,8.418172,8.424355,8.411768,8.410568,8.414587,8.409681,8.411768,8.407736,8.414416,8.406336,8.407736,8.403003,8.407035,8.407035,8.408441
3,25.0,9.838525,10.294892,9.734971,9.7389345,9.7269335,9.728227,9.736256,9.729611,9.72181,11.705303,11.770673,9.653515,9.634221,9.634225,10.983726,9.692938,9.804926,9.64495,9.649236,9.748632,9.662046,9.662046,9.659912,9.66633,9.662042,9.662136,9.657846,12.2263,9.921903,10.4604845,9.9207325,9.909283,9.905774,10.085674,10.115626,9.916455,9.912937,9.90957
4,34.0,8.909823,8.867922,8.877219,8.883029,8.872637,8.883199,8.8842,8.886644,8.883092,8.880822,8.86213,8.876098,8.891189,8.8772745,8.87375,8.860965,8.862156,8.862121,8.86677,8.878367,8.86677,8.866764,8.864441,8.872564,8.870246,8.86911,8.871411,8.87375,8.880735,8.876052,8.877219,8.877219,8.946641,8.841233,8.82964,8.831948,8.823845,8.821506
5,39.0,9.876741,9.862175,9.863372,9.866195,9.865485,9.872352,9.861463,9.862175,9.857443,9.861463,9.857443,9.865485,9.861463,9.866906,9.866195,9.860753,9.871638,9.85673,9.8647785,9.864075,9.8647785,9.862175,9.863605,9.859592,9.857443,9.860753,9.866906,9.852712,9.860753,9.8676195,9.856021,9.860046,9.858639,9.860753,9.864323,9.865485,9.862175,9.862175
6,43.0,6.4249306,6.781054,5.8199973,5.8243194,5.830051,5.8347363,5.8225894,5.81825,5.8377438,5.838177,5.8282123,5.822167,5.8234463,5.8234463,5.8243194,5.82569,5.9819007,6.442875,6.6955895,5.818154,5.817398,8.086028,5.812628,5.826568,5.8262005,5.817026,5.816658,5.8214297,5.817026,5.817774,5.847931,5.808998,5.8236947,5.8189254,5.8240857,7.112173,5.8534904,5.812214
7,46.0,11.517477,10.721164,6.5582166,6.5567694,6.555182,6.562766,6.5597234,6.5567064,6.5597234,6.555182,6.5521703,6.5521703,6.5521703,6.5597577,6.5582905,6.5933013,6.5598283,6.559758,6.558231,6.604767,6.555224,6.564359,6.561289,6.565822,6.576375,6.561289,6.5598283,6.5598283,6.5568395,6.566338,6.553758,6.6626163,6.6129575,6.5629134,6.5554056,6.5598283,6.57695,6.5764203
8,51.0,10.978256,10.167197,11.2157,10.023573,10.017528,10.125492,10.144705,10.012233,10.001083,9.924073,9.933461,9.930639,9.965813,9.976638,9.990793,9.9656,9.9475155,10.154949,9.986088,10.056323,9.959501,9.968336,9.98386,9.936974,9.975063,9.915909,9.938535,9.92717,9.969406,9.957846,9.953723,9.9506235,9.967637,9.921438,9.93474,9.927013,9.925946,9.920353
9,57.0,9.512044,9.507401,9.541283,9.571634,9.5160675,9.524338,9.540238,9.592359,9.598724,9.589411,9.547855,9.549246,9.544499,9.543387,9.554179,9.934024,9.555195,9.5465975,9.572634,9.57855,9.55545,9.538794,9.564412,9.568067,9.5465975,9.547028,9.583357,9.547028,9.550482,9.5563,9.57567,9.60111,9.550837,9.708725,9.53345,9.531919,9.536224,9.5247755
