,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,10.0,443.9994699458703,474.2507406479805,649.5152185074458,795.5574905066121,826.3151142495857,841.8526097471444,633.0553151235717,476.4295868139666,609.9612505287323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.0,427.8522659871952,314.5225787932812,348.8189782294378,325.31504206296813,435.0679284161686,516.2656338671572,342.8331993648086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.0,562.5523649406963,392.0600756837757,536.0677393155358,673.6762571332183,794.1112766592877,788.7656521433959,619.3263906853747,531.9005075169882,470.8340159884168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16.0,370.4499744434883,653.8644085213622,799.2809262574441,879.7103593086215,929.3650582628193,927.8291902619088,876.6493320759274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,18.0,761.2060212477957,786.268884408175,731.3896154088573,596.1823714084927,502.7351907709234,471.01970723792135,392.8846788172922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22.0,723.878547800211,747.122894479636,800.7548948475361,816.9144740418494,735.7693894838433,647.4771594268476,494.8384369281543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26.0,432.18627126072533,507.6779502559214,453.0834614278272,389.38189211591293,431.18305096961666,395.653880914622,283.7577396420127,189.86374642332433,211.48334367122567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27.0,265.83358384636665,480.87664485185104,602.0821244346323,597.3154751131575,620.3397697138095,720.3172224708475,714.7960256122718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29.0,559.277645968035,659.7482004504606,765.1973245150447,733.2587519998716,747.1764308408661,853.4932771018734,743.8664693489545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,31.0,472.5265208674706,394.36638734540514,414.43340190389995,486.6454365861481,483.87220204149395,435.9269265136972,442.98151087568976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,32.0,612.0746736591292,320.9457153499057,293.54123015202975,288.98145463639435,231.9869700773027,143.36074389755913,81.4864962407913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,33.0,673.580693146672,435.33838673239563,385.9422018020603,301.75576038102065,343.0724391392069,335.6384214872892,270.79346472056625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,35.0,278.7116432329732,486.424110429049,651.6119309407983,658.3519558022188,663.3794350394513,753.061724816896,779.9172231970954,775.2428950541932,778.8430153743549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.0,442.0637113632047,440.18555771854545,438.75237202148855,471.861194190419,508.9830697420112,501.44272176986345,403.42313357269376,335.7590206022777,410.0676178666024,488.44436243230183,486.3758502920344,387.75269849986535,334.880122674833,335.853896742712,306.28766460258646,303.93048269092975,240.061172985356,185.1233087771769,176.95204280421285,210.51543335669015,283.04095820331065,296.44555609511804,354.49504077549227,496.78719148579745,532.9844622921851,512.7318499250193,629.771237093251,794.1559890016966,825.5555407844734,568.1836845783575,349.2433302061435,284.4352854925059,260.9237606582234,380.1386669620434,443.96724791565043,408.9004638360759,319.70285767945035,244.55492615425047
14,42.0,443.1762996399138,592.9730301431016,743.4999943895815,826.077664498807,814.064709763123,786.808519999794,625.5185042882462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,45.0,718.7889568342412,670.5243311547575,634.8180661732058,706.9340436229654,742.4385944246063,649.2751244574147,375.5905598619077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47.0,600.9337719814073,829.2566680502886,878.9802751631637,743.9068741952345,592.007018102178,508.8643355088357,386.0057668132283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,48.0,794.7050021530371,572.3756814926339,543.9755682728627,525.3703585467965,570.7878591158401,576.443895530926,329.0788144025298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,49.0,741.0330284398248,586.6907359476116,680.0267474311313,761.9424139962513,714.2627034484657,687.6910565907849,511.24594814491894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,54.0,546.0115997582449,712.4914716301885,738.3684950268552,781.9879129678048,771.9338036001016,641.1593730320448,564.9651095536329,584.5284237615467,659.6208920714804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,55.0,444.2352054979502,456.06583002772663,464.7379110390085,536.0913677699041,519.2644514918292,496.0578061624047,354.08428727666643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6.0,125.54483594296768,142.90108017789765,165.84558536597723,395.7141554933262,588.4379740412445,566.4623641076186,517.3822285577488,417.2274507467489,427.6247580409465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,66.0,74.28111139479802,99.44916589977912,121.34637552743804,141.48934545835127,147.9953239539179,140.20248146337616,110.08179253823546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,69.0,434.63753254128125,462.7266050215609,494.1897928000752,389.63556455069266,317.13686278487023,340.111306358333,395.9400401541128,401.6305856620965,420.45626489124777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,7.0,505.0161553834428,616.879291417169,619.1096250103737,573.0219328210543,546.6380676665086,539.695276934622,507.70032350123586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,8.0,743.8476812020093,644.2712330111331,568.5225083860485,492.9397830444811,382.7743650785081,279.59905334464486,202.5015295641149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
