,0,1,2,3,4
0,1.0,869.8888888888889,929.1896551724138,897.4833333333333,929.03125
1,2.0,779.536231884058,784.231884057971,815.5820895522388,856.5294117647059
2,3.0,674.1875,666.3456790123457,652.2650602409639,689.2380952380952
3,4.0,702.8831168831168,710.3766233766233,700.8051948051948,725.425
4,5.0,833.2307692307693,840.0769230769231,856.8253968253969,858.7352941176471
5,6.0,643.4404761904761,617.1477272727273,637.2470588235294,621.063829787234
6,7.0,768.0281690140845,728.1351351351351,772.0142857142857,761.5
7,8.0,627.7558139534884,689.9493670886076,670.679012345679,656.7111111111111
8,9.0,708.1973684210526,713.078947368421,707.8311688311688,738.7435897435897
9,10.0,867.0,877.2295081967213,875.0806451612904,903.875
10,11.0,1089.12,1112.7916666666667,1108.7142857142858,1089.4814814814815
11,12.0,700.9350649350649,779.8985507246376,748.0694444444445,720.675
12,13.0,851.952380952381,904.35,909.3333333333334,861.3235294117648
13,14.0,716.76,740.8767123287671,758.6388888888889,729.35
14,15.0,607.2222222222222,617.6931818181819,612.7078651685393,613.2083333333334
15,16.0,767.5070422535211,768.0571428571428,758.2083333333334,774.3684210526316
16,17.0,721.48,757.1944444444445,773.3142857142857,793.6666666666666
17,18.0,717.2236842105264,749.6944444444445,764.6714285714286,763.921052631579
18,19.0,680.4125,734.082191780822,738.6301369863014,751.8974358974359
19,20.0,898.1166666666667,870.4193548387096,898.2166666666667,911.0645161290323
20,21.0,761.8169014084507,809.223880597015,798.5735294117648,755.8974358974359
21,22.0,932.9655172413793,896.15,959.0535714285714,979.6551724137931
22,23.0,848.328125,855.5238095238095,898.0655737704918,889.65625
23,24.0,705.0526315789474,696.8846153846154,701.3506493506494,700.3095238095239
24,25.0,851.9016393442623,886.5737704918033,871.3225806451613,827.4
25,26.0,787.8863636363636,826.1363636363636,806.4333333333333,802.1470588235294
26,27.0,783.3623188405797,793.3970588235294,773.6285714285714,827.9428571428572
27,28.0,601.3111111111111,625.5172413793103,681.7088607594936,671.6744186046511
28,31.0,851.234375,843.90625,854.125,848.7058823529412
29,32.0,666.5432098765432,684.9,674.4691358024692,697.9285714285714
30,33.0,886.655737704918,1006.5849056603773,1044.5384615384614,949.8064516129032
31,34.0,657.0243902439024,649.1927710843373,658.9756097560976,649.0444444444445
32,35.0,609.1011235955057,623.5977011494252,618.7840909090909,615.2553191489362
33,36.0,732.7464788732394,739.1917808219179,770.4366197183099,718.4634146341464
34,37.0,552.3434343434343,578.0,549.4444444444445,565.2307692307693
35,38.0,798.1323529411765,846.71875,823.2615384615384,871.3235294117648
36,39.0,663.0243902439024,673.65,660.390243902439,673.3023255813954
37,40.0,825.0909090909091,803.7164179104477,827.5538461538462,836.1176470588235
38,41.0,662.560975609756,703.1038961038961,757.112676056338,708.3414634146342
39,42.0,798.2941176470588,810.8955223880597,801.1044776119403,794.2702702702703
40,43.0,802.6567164179105,846.984375,810.5454545454545,760.1538461538462
41,44.0,878.7903225806451,895.3333333333334,853.5714285714286,908.65625
42,45.0,722.3333333333334,776.4347826086956,768.8428571428572,813.9714285714285
43,46.0,761.056338028169,780.5652173913044,809.5820895522388,763.3157894736842
44,47.0,832.5230769230769,820.5,825.723076923077,831.4857142857143
45,48.0,773.3571428571429,776.0571428571428,791.9710144927536,790.0
46,49.0,628.4022988505748,664.560975609756,662.4146341463414,669.3409090909091
47,50.0,664.074074074074,682.9493670886076,670.0617283950618,677.6046511627907
48,51.0,830.6615384615385,812.6268656716418,848.703125,813.4444444444445
49,52.0,786.7971014492754,752.5555555555555,776.695652173913,773.8378378378378
50,53.0,629.6279069767442,669.8888888888889,672.15,653.9111111111112
51,54.0,758.5555555555555,838.875,923.0689655172414,852.7352941176471
52,55.0,875.4677419354839,907.4,874.0322580645161,885.4375
