,0,1,2,3,4
0,1.0,79.01880650392737,52.570627991943375,93.03377373596942,78.55391634691105
1,2.0,48.63575940650746,67.88676525251682,91.26476969060157,117.62033520014792
2,3.0,37.39922918657549,48.600706313474205,43.67875178535315,59.95308067219038
3,4.0,31.965067794644334,25.93149765086075,18.421499974912123,28.55686213504558
4,5.0,23.632291617627597,49.08150448835322,17.226354562390625,33.82681569713018
5,6.0,46.56801252200305,22.092028474258267,29.272716018746653,35.8604886910722
6,7.0,71.9667317175949,107.72190476185555,51.00742042855637,65.57910048981026
7,8.0,55.0215467406436,48.01500259588629,52.73573229559758,36.48964676435844
8,9.0,25.799336862572193,28.849775680006655,27.754677900978788,17.099584563431534
9,10.0,77.29061204103265,87.32911058459163,69.36539492057256,37.88778662049289
10,11.0,43.67683138690352,59.045165739645626,44.2778794912866,46.18912038835181
11,12.0,60.66307584066545,39.00804262205358,39.12527117012485,70.20234593658535
12,13.0,79.37722446755323,57.90101467159276,35.27542424345248,33.71046319349117
13,14.0,63.43917611907225,35.513048038320214,66.92580999293081,31.992616335648453
14,15.0,27.181193571118563,34.78941778581575,28.828903351952228,26.518828478816495
15,16.0,47.38897275885034,31.429688291843572,53.70752520726391,77.45301497737755
16,17.0,42.094610898150215,49.56186899244914,25.544662767755764,18.1261014990967
17,18.0,29.700522184054947,38.24759937596988,32.289193870648525,24.602504770799865
18,19.0,31.84874163526716,65.9341210072927,44.301429164403174,47.65086426519722
19,20.0,35.42837453542319,55.85769603228709,46.78215174852715,62.35224365876498
20,21.0,32.853198810600944,16.387855801683994,23.700531252714562,22.315677910493
21,22.0,74.88381011831535,68.46795479151785,107.52149613031824,64.10028557796892
22,23.0,87.29083118509283,76.35191230396038,52.90228197143807,47.69408334308879
23,24.0,31.62772548557012,65.73938069049647,49.76118714753086,56.499257515238575
24,25.0,76.64046461879444,30.101717731278313,56.76941878748895,29.567549780122125
25,26.0,107.94258067667502,124.21747624613324,102.82191184546002,81.80361431427643
26,27.0,27.427887540108397,33.826607916168406,31.671154712392894,33.362890297148894
27,28.0,26.957021119818137,34.55692025076306,21.0972143453232,25.014154997588363
28,31.0,24.5227841681848,21.852287315919586,20.671916335937507,27.74519503897684
29,32.0,25.63083086697075,17.244999275152203,21.919091638694983,22.043671867176645
30,33.0,90.87532176792006,74.41455375057194,91.61152546286486,100.91817808528901
31,34.0,32.34078283505665,16.77739287249959,17.992529350624263,21.29471040793992
32,35.0,41.17543855638415,22.78155120212529,42.12034945023506,33.56509590625381
33,36.0,94.0866724048703,99.48892105102541,108.82104865708295,54.70992131943984
34,37.0,23.93432158682269,19.418679316137304,24.453304179546343,56.402951158678604
