,subject,CLIP-1,CLIP-2,CLIP-3,CLIP-4,CLIP-5,CLIP-6,CLIP-7,CLIP-8,CLIP-9,CLIP-10,CLIP-11,CLIP-12,CLIP-13,CLIP-14,CLIP-15,CLIP-16,BIOFEEDBACK-REST
0,2,,0.11009684565212557,,0.08137004781841364,,0.18305055930929293,,0.12113390546494457,0.05021055756497714,,0.1329778722110369,0.18485062548366843,0.08682164557621133,0.09014371256835417,,,0.13844237209537877
1,3,,,,0.018261457373828387,0.1155792995168883,0.0061853093154981475,,0.04056594317153621,,0.0706710598785702,,0.047436506760537775,0.06780945193256971,,0.05350640896565928,,0.2785513689159947
2,5,0.01800096244390845,,0.01215068689855045,0.012524216124361505,,0.020141524490137494,,,,0.005391807057826551,0.03141300252221284,0.008066408315951444,0.012818945235405103,0.019188014459107162,0.012944904522228705,0.013583052228773472,0.012367290659726133
3,6,,,,0.04145366293849169,0.06179313382496114,,,0.017170100288261138,0.042637779128651326,0.025752328789288063,0.035482005837439684,0.015396975844330042,0.015907656625834512,0.007735213810668291,0.05194086174032743,0.011092045854852638,0.009934103877195394
4,8,0.02581608514499959,0.05912207923102791,0.09399008290102533,,0.017799004176733947,0.018737978642217816,0.03285295055015287,0.020068922187331528,0.045757337933675764,,,,0.021240732399769306,0.04814993156693774,,0.04040224267528842,0.03421568482320244
5,9,0.06705270999143198,0.029966986839883008,,,0.01646523111642061,0.009919634660932184,,0.00951688765378875,0.04239887588620995,,,0.08416919501188284,0.03640091253728439,0.06054372011324793,,,0.007477704236658008
6,11,,,,0.16610527796626381,0.1341860926516878,,,,,,0.17836890395059868,0.16986905674656855,,,0.14494078897311546,0.18077909149286342,0.10256075937102689
7,12,,0.017921387505092964,,0.00420280757930749,0.0043006366702497655,0.07855871451463958,,0.06806609289187769,0.009598792026295697,,0.015114867572852332,0.028072983095457,0.005779034667535772,0.0271707856406483,0.010689763270249442,0.004329564068315061,0.0114147762179286
8,14,0.16077813582517547,,0.09253914684467293,,0.03000811832427726,0.027154561034269425,0.0723686365716157,0.0639287285090283,0.022851732236027898,0.020720034161896727,0.06146964877290448,0.02368155805571484,0.05797636895038576,0.020809699389645876,0.06510139046000447,0.019869455595814357,0.06989720732750501
9,15,0.2948761616305564,,0.08452007001328234,,0.041523776055196984,0.04808107394082979,0.07618454913143169,0.07960151924811815,0.021198089911654464,0.047762985722121024,,0.09466386952259034,0.009317321066037117,,,,0.018507560286452684
10,17,0.031465848539874955,,0.08998025922978914,,0.044160838496869234,0.0380654524646403,0.04094754375568099,0.0673907252587047,0.04771744781899332,,0.017227788610430454,0.02541886324443396,,0.09408469810041392,0.03097932061304036,0.03884631636812993,0.033944918824060526
11,18,0.018891286163999623,0.016934164738812298,0.010285504794628239,,0.01954793783974254,,0.017346375529483288,0.012772248182179754,,0.04322908408250567,,0.03640058920950305,0.023301368708120343,,0.006865827095264416,0.028532994268244544,0.021280857899311976
12,20,0.15225281156476012,0.09204299665636095,,,0.09084387312746973,0.15057368915924044,0.13296046384211907,0.16862074790625842,0.05502218922922885,,0.08059482115443847,0.09044729383602483,0.09231156920639676,,,0.06757204602476014,0.029271271110531814
13,23,,0.06658655243851078,0.0919078217968202,,,,0.05955520184060399,0.06739181585926557,0.05902680039069547,,0.07163390998925298,0.053596119966281594,0.07258347356407138,,0.04794460630692228,,0.007135345789061178
14,24,0.17225760901521167,,0.14861496196155816,0.38038900169021483,0.05305845494249037,0.09333011065614072,0.16860328284950604,0.17288115787455682,,,0.10612103581395302,,0.26427966890276966,0.18584542885048544,0.04567949087839612,0.11278984472360956,0.18929545281037938
15,27,0.08499100945351135,0.08021224654217085,,0.04928637915275225,0.09173970846873038,,0.042917146782421714,0.04877048941586885,0.012295566361622405,0.013403335543809996,,0.031002879336340716,,0.0190087641620337,0.0459689303034123,0.008191562885858532,0.010846481347370344
16,29,0.10516746493989008,0.05575776939434199,0.058606853015138356,,,0.03388755058868255,,0.03896906154865515,,,0.09615442649157996,0.04627337231281661,0.11926477410439053,,0.066811833259943,,0.02076474842741157
17,30,0.4207049069423786,0.23932935196181948,0.15953586307444706,0.17142218203075893,0.16281955282802713,0.17558777130531344,,,0.1661710883703505,0.16463274897621294,0.16768506723835447,0.22038619420371652,,0.21400904309164853,,0.22372572695131365,0.13298477879353224
18,32,0.24163559010493615,0.06741880272015377,0.04057288085120519,0.04311899529463316,,0.025675297975697516,0.04361920194409798,0.03688989300401356,0.02454286094439853,,0.04505371408342923,,0.04783798298558871,0.03230319520122159,,0.02275724944695328,0.042733876225338634
19,33,,0.04316296401408692,,0.04778664285490547,,0.04992165429703234,0.1009391161995025,,0.03584489778106438,0.011205752221045303,0.1084042316087859,0.017547182899956007,0.028571393859144777,0.03979320110708577,0.011228748612893899,,0.02997882644027252
20,35,0.03142600831561822,,0.14980112066256152,0.04758310260728497,0.048231155345361904,0.05382695370746025,0.03198106218759521,,0.06321148336965982,,0.016735482524418827,0.04484579247413863,0.03015848109997324,0.03511141127471983,0.017196975204039136,,0.08424151981523707
21,36,,0.0419619130457895,,0.06916470697594855,,,0.05655031721096564,,0.04506537449072957,0.0180100965479852,0.05393732759936026,0.04236157058242612,0.010939239113009978,0.0282295430000603,0.01694096782873248,0.015032050959392763,0.04245723552141359
22,38,,,,,0.01189388292484953,,,,,0.03267485734876852,0.03236717453147701,,0.040037191359806226,0.03739451688110583,0.01634264507032878,,0.033253889810670074
23,39,0.03237016100211656,0.023965707957354296,0.03204222955676431,0.011264712669179082,0.01573118611159173,0.006237683993282064,0.06254122435309306,,0.017669200474290065,0.011600015791112764,0.030531475844557468,0.008085166615259173,0.013232348658668177,0.023752705278759424,0.012354857992039416,0.008556646478114702,0.00966318096808115
