,subject,CLIP-1,CLIP-2,CLIP-3,CLIP-4,CLIP-5,CLIP-6,CLIP-7,CLIP-8,CLIP-9,CLIP-10,CLIP-11,CLIP-12,CLIP-13,CLIP-14,CLIP-15,CLIP-16,BIOFEEDBACK-REST
0,2,1.4917825356437454e-06,3.6125485075531696e-07,2.0999796304896295e-07,4.687185313159696e-07,9.922269407579697e-08,1.6923911163090273e-07,3.869513862003479e-07,4.2242218293124985e-07,1.6944160506134405e-06,2.1356998832334629e-07,6.976202675137112e-07,6.978151961019856e-07,5.853172064189043e-07,4.470149297795679e-06,7.258873121333476e-07,7.601190597345844e-07,2.251525702801058e-07
1,3,2.1840493360068863e-07,4.4933279225786084e-08,4.533800949544386e-08,3.2268088001574575e-07,4.08664421136372e-06,8.04980367773359e-08,3.6775268277128484e-08,3.9293667800997105e-07,5.810040225846019e-08,4.0382068712692055e-06,7.134272499273351e-07,7.907477919652708e-08,3.1525814065846283e-07,7.895835838861452e-08,6.766368899172086e-07,5.380934806289444e-08,1.5652419077141004e-07
2,5,3.2166623021723063e-07,3.425784065549035e-08,5.4714213240845455e-08,3.2153019111039227e-07,6.588131660253729e-08,5.49998618393642e-07,2.571662907773448e-08,5.54528642193636e-08,3.7416884318243076e-08,1.2492661291805847e-07,1.1231040274790077e-07,2.341575766441197e-06,1.2072879637550018e-07,2.1152027372441337e-06,1.487962102365763e-07,6.181852650108199e-08,1.0924556513875017e-07
3,6,4.3026408275045317e-07,1.8614420813233917e-07,5.0861193827657366e-08,1.3787712815994849e-07,2.065851287990953e-08,1.126903154570728e-07,6.86619538623684e-08,1.4582123305955506e-08,5.010233973261766e-07,3.125323332264056e-07,3.482173933235119e-07,2.3818958009152894e-06,2.3473777480882506e-07,3.728897701078094e-08,4.109981127796388e-08,2.0520882883065253e-07,2.763366166952453e-06
4,8,1.329046494606512e-07,1.2658499995569943e-06,4.421311609287014e-07,6.441159225427577e-08,9.182759214256084e-08,1.0873101863254226e-07,1.7383983952782223e-07,2.0980181229893012e-07,6.166600383736496e-07,3.9103635147724937e-07,2.554079394684269e-08,5.132593183520282e-07,6.403130755031131e-08,4.698388573750658e-08,1.1251058292251438e-06,7.141808645542873e-07,4.5931121060141944e-07
5,9,4.289773588888458e-06,6.32686810378874e-07,4.395944282094803e-08,8.86817349919644e-08,2.345405339256734e-07,1.0484163047383023e-07,1.6831117250204177e-08,4.2812540187275325e-08,1.3503939817602457e-07,9.058169685786493e-09,2.4725651961359685e-08,1.7150539316041168e-07,8.521742711395042e-08,5.99324001879915e-08,1.6180310171530837e-07,9.171831670371003e-07,8.513965486290789e-08
6,11,5.962718990726889e-07,5.1417203568370236e-08,4.365917380578523e-08,7.890104156417793e-08,2.0463302464487671e-07,4.580281638353588e-08,1.9122112384372503e-07,5.311722405602785e-07,6.227177045819914e-08,4.553751851070683e-06,5.747634964682364e-08,1.2532675986489422e-07,7.870408246482083e-07,2.500237320185708e-06,5.6120464751906374e-08,1.0711830139329353e-07,1.9429954107721144e-07
7,12,7.86961419729601e-08,5.287560984248334e-08,5.3205452275872e-07,4.3324237909390624e-08,1.9455378626125363e-07,2.8215421562071847e-08,5.875299724391214e-08,1.521333380516237e-07,8.627699979501492e-07,8.562224052155087e-08,9.972342319881061e-08,4.290353229151897e-07,1.3267806905558853e-07,5.991484261618696e-08,7.754305645299195e-08,3.1477341722950475e-07,8.458360926275966e-07
8,14,2.0385726894013507e-07,4.789949683908754e-07,7.800582984659063e-07,1.331497818575848e-07,6.125624100784741e-07,5.708217376850387e-06,1.6063880149082863e-07,2.2001248551612088e-07,2.625470140057919e-07,2.140876681752526e-06,8.621220272561794e-07,8.476196378608282e-07,7.220478988269921e-07,7.003665085350345e-07,7.925250191976365e-08,3.572961289340544e-07,2.4819027360469524e-06
9,15,2.0985523766013336e-07,3.655072682439916e-07,5.4403203420728745e-08,6.220148139973842e-08,8.722864565753152e-08,6.1154717810557e-08,4.534721711687717e-08,2.3094993033358322e-07,9.528106208720088e-08,9.961190602206804e-08,2.8590128452667196e-06,2.0114093587843214e-06,2.2626621103125542e-06,4.811983783093338e-07,4.3404911796097295e-08,6.210782307757327e-08,6.628310256500582e-08
