,subject,CLIP-1,CLIP-2,CLIP-3,CLIP-4,CLIP-5,CLIP-6,CLIP-7,CLIP-8,CLIP-9,CLIP-10,CLIP-11,CLIP-12,CLIP-13,CLIP-14,CLIP-15,CLIP-16,BIOFEEDBACK-REST
10,17,4.953237609091271e-08,3.0899305889025544e-07,5.619787955458364e-06,2.542427343154041e-07,9.827082725438295e-07,4.028316660818761e-08,1.9601576243514745e-06,2.3639845412976966e-07,7.091220052358875e-08,1.3242956845461683e-06,2.2283533580120537e-08,4.298926919121118e-08,3.842331664530356e-08,4.4447439137849826e-08,2.887639199792128e-08,5.006857500815539e-07,1.0741038327469384e-07
11,18,4.3103438461190216e-08,9.042453751974116e-08,2.910800384211379e-07,2.769041034313922e-06,2.0664775233420615e-07,8.552003973609067e-07,2.929534659952155e-08,1.0442860395585625e-06,2.1108054702043216e-07,1.985691133412481e-06,6.190606652947047e-08,4.0336591753055566e-08,6.471686355930337e-08,1.960214943676908e-07,1.0570401037632953e-07,2.138618486208817e-07,2.8402293209662663e-07
12,20,1.5183562046462805e-06,2.2919726481898296e-07,5.399626555938687e-07,1.213177524816273e-07,2.5791442381806062e-06,2.9716456342644036e-07,4.03480696840301e-06,1.533200260724722e-07,1.438616880192625e-07,4.075601915159958e-08,6.392648687080794e-07,9.048473459186599e-08,4.0327715990478134e-07,3.982574412885853e-08,4.325074129574684e-08,6.94236896738262e-08,1.8130188729201877e-06
13,23,7.264294673330337e-07,9.081713614414271e-07,1.3998213319044244e-07,1.855034643399886e-06,2.4751484775969043e-07,2.517122215233927e-07,2.839232500796162e-07,2.6494239313812297e-06,5.333627079692756e-07,3.2223425099248282e-06,3.3574498173647003e-07,2.7913089954375512e-08,1.8852568144960777e-07,4.2324973139154925e-07,5.793111705815366e-07,3.213699383346335e-07,2.0437981770303613e-07
14,24,7.391168762624747e-07,1.343692712365277e-07,6.180392979480072e-07,4.991566227827604e-07,8.19150924559522e-07,1.1789330008037099e-06,5.414317668722528e-06,1.1239009535804774e-07,3.804264123862917e-07,9.220554965413864e-06,1.0520352452168507e-06,1.8574799063435536e-07,4.2159797856929597e-07,2.5399740969361034e-07,2.291398455806396e-07,1.5333959486838914e-07,2.0813197250840316e-07
15,27,9.944523466688717e-08,2.897191982480662e-06,1.430493876428671e-07,9.498919589001395e-08,1.1352344522770952e-07,5.344224182527396e-08,6.776221667208196e-08,3.091220772404506e-07,8.821772510661877e-08,1.4140150509537053e-07,7.951977391204159e-07,4.6321202586799655e-07,2.495561488033534e-07,5.391847028662879e-07,3.3155853443652427e-07,7.556095994713179e-08,1.8678068672666423e-07
16,29,2.6463403312224917e-07,1.6390052858121486e-07,5.356110229784852e-07,2.2329294887319894e-07,6.237583180161361e-08,3.021513434624069e-08,1.147294826087476e-07,1.8447514044541317e-07,1.0158583054332265e-07,1.1009336711761494e-07,2.1561179175565807e-07,4.77738011090203e-07,2.628283063575915e-07,4.302729179816307e-07,5.6439403449520404e-08,1.2186338387995082e-07,5.875191855545785e-07
17,30,5.031491196968241e-07,4.790789487166789e-07,2.3415849205336613e-07,3.522182298622495e-08,8.786067488681719e-07,4.453780776541345e-07,1.7913060072604567e-07,2.1355642751718025e-08,1.2514740394067562e-07,5.821865059299343e-07,2.210893873854478e-07,6.181642200005613e-08,4.4261652333976717e-07,4.6593808938794284e-07,4.170659661982381e-08,2.3838877311199155e-07,1.857216830525488e-07
18,32,3.1961707611333744e-07,1.1040982596843895e-07,4.2434650308502996e-07,4.413622360821222e-08,6.631521541054142e-08,1.9559540868918788e-07,2.2286878160273056e-06,1.1207201278745194e-07,1.1360036710841793e-06,2.8333420667348997e-08,8.862281975870465e-08,5.25611759235347e-07,1.7106026068675956e-07,1.0243263354040222e-07,4.7770143552981105e-06,2.3679561702845926e-07,2.2361677198838406e-07
19,33,6.967262920684993e-08,6.00461495582174e-06,7.764022687429941e-08,3.071044271846102e-07,4.631633559826546e-08,3.3506215805391415e-07,1.1752383344970307e-07,2.6341744953408797e-07,3.42213641554126e-07,1.3696782817885244e-06,1.0320941401298527e-07,1.9211407254924652e-07,6.414119166567876e-07,4.1406932388426155e-08,2.580778131109566e-07,5.204342645744095e-08,1.9917333054392487e-07
20,35,7.235152145161692e-08,2.440646230261316e-06,3.403173929491119e-07,3.667038943915166e-07,7.00528862902061e-07,1.0409824390092745e-07,4.3785221611813776e-08,8.095300268828156e-06,2.606279045765156e-07,7.853545035879789e-08,9.5890817353925e-08,8.083337749997983e-06,3.3066379302728544e-07,5.983653449734842e-07,5.933719471070116e-08,3.3441247484409335e-06,3.6965189257970396e-07
21,36,1.9462201216010458e-07,5.6794008444825e-07,7.363913415082974e-08,4.276150983793756e-07,1.5633041487163676e-07,1.5404920416551164e-06,3.548876282565066e-07,6.096601878581421e-07,1.4315947065100344e-06,3.2289003549089214e-07,3.751159931198027e-07,1.9198723613699738e-07,4.418315327777915e-07,5.931466616414797e-08,1.4486523170054506e-06,9.326885354626405e-08,1.1097809628818625e-07
22,38,3.1849668250558754e-07,2.6782285808251814e-08,3.521415567469514e-08,4.034448750883535e-06,6.552501876089292e-08,1.307609737138656e-06,6.94883191374779e-08,6.231344459416868e-08,1.86130846333057e-07,4.225681288086872e-07,1.1615518352620454e-07,3.252304964757988e-08,2.63890803677948e-07,1.3043208517544101e-07,3.3342280015052127e-07,2.141700804850841e-06,1.2373288332134062e-07
23,39,3.8788944299113125e-07,4.022805949382999e-07,1.326384086941638e-07,6.954569087941293e-07,9.687430818253533e-08,4.840149284082167e-08,1.1359819804322684e-07,8.378054341669186e-08,1.3474847107198578e-07,9.5003540504728e-07,4.257693168340756e-08,2.0405644910271675e-07,1.5189991141866352e-06,6.301245778548654e-07,4.369738128944967e-07,4.214752650349447e-07,4.777428056160713e-07
24,41,1.1802504463879023e-06,5.59966952758536e-07,1.2435036284194145e-07,2.4240121575715927e-07,7.210590148833935e-07,4.0054312073177204e-07,5.82290955654321e-07,5.011333920812801e-07,1.3929394477655396e-06,1.2665949172783098e-07,1.7338848506678297e-07,2.386038021550247e-06,3.634805778935763e-07,5.1786729531702316e-08,1.1179355224981476e-07,7.13947043641545e-07,5.033918129000612e-07
25,42,5.0820509479689695e-08,1.4009149054819058e-07,1.8911911934000555e-06,1.2585633374286137e-07,9.011755689598934e-08,8.061317792390881e-08,4.350640350585261e-07,2.1492874433504643e-07,6.731891255575605e-06,4.1166581524321407e-07,1.2277060405885627e-07,1.1799696402691341e-07,6.031581380097813e-06,2.5005510958641976e-06,2.148416694420557e-07,5.986006834483666e-08,1.5988448516741888e-07
26,44,1.2228246623750286e-06,2.383637028480511e-07,1.3456765316402365e-07,7.326378282032158e-08,3.7209276490492004e-07,2.0376322125026405e-06,2.1433423729704453e-07,3.0904490923288984e-07,1.4184914754204798e-07,1.9252040697143246e-07,4.691744667616395e-07,1.0682487035694028e-07,1.4800901009952245e-07,6.56454278962822e-07,3.72363786280623e-07,1.8696837275071178e-07,1.0615256407926674e-06
27,45,3.3690614332597006e-08,2.1378565936739592e-08,6.129875220401455e-07,1.2967478759800311e-08,9.016219228445036e-08,2.626290080946291e-08,2.3369336566362832e-07,2.069040637160883e-06,2.2080709506958833e-06,5.21411047625314e-07,3.304656779846889e-07,5.37201139189693e-08,4.475566536660174e-08,2.7597791652063773e-08,2.209410953049792e-08,6.71825609012395e-08,1.6507068220889714e-07
28,47,3.5937943036343725e-07,4.0109905430980963e-07,4.907380033893975e-07,5.949553999680805e-07,7.909694832512519e-08,7.0441238787935e-07,5.942658908479564e-07,1.5636839089613444e-07,9.14858410326871e-07,8.487561438884365e-07,2.266923248290629e-07,2.107292543913682e-07,1.8909593189491972e-07,1.6452345117569267e-06,9.624056381773365e-08,2.1684334043092528e-07,3.750657621145038e-07
29,48,6.535250075207046e-06,5.33138013473393e-07,1.0954655513234453e-07,7.238938021653761e-08,6.890540970902872e-08,8.074618880577534e-08,2.465220685690853e-06,1.3944869104121926e-06,2.1798455531418946e-07,3.367368919424577e-07,4.790843401177977e-07,1.1976112433272313e-07,9.545465831307004e-07,1.5073473911384677e-07,5.530666720004077e-07,1.9772353804588666e-07,2.121675707212637e-07
30,50,7.752369750466106e-08,2.7375551610200175e-08,6.574880620195682e-08,4.40042686836684e-07,9.953677379559266e-08,2.2581525372657298e-07,3.3913855942902893e-07,9.603945437625608e-07,1.4094136137218006e-07,6.452457418601333e-07,2.1883184679030433e-07,6.320318267713602e-08,6.877236953012038e-07,6.258559675260213e-08,5.1419014598751626e-08,1.1622227090776333e-06,6.833124482828983e-08
31,51,2.1652419672646208e-07,4.8316823239387245e-06,1.1597474772579485e-06,8.834021733549496e-08,3.202754382477045e-08,5.401596867332764e-07,8.443471076297908e-08,4.99118054728106e-07,6.892376590532306e-08,6.852467325331856e-07,1.0414888803162384e-07,1.52214180398802e-07,2.823853892533446e-07,1.4633364977356807e-07,1.425152911683487e-07,8.962246101165853e-08,2.3495124060635644e-07
32,53,1.0204769493579844e-06,8.557330670295289e-08,5.4842922764591474e-08,7.63685633901577e-08,5.3538371057051886e-08,1.4042105860540059e-06,1.193278898607237e-07,1.6685903576627073e-07,3.2696673529116035e-08,8.198683442073593e-08,1.4426446534540523e-07,1.3879297890768534e-07,7.215849104125318e-07,2.813089241985755e-07,4.1995107862956165e-08,8.871405080928644e-07,5.683949020033009e-07
33,54,1.9718137815305707e-07,3.647129581743268e-08,1.0163616616818213e-07,1.7604390925535124e-07,2.3350714694076445e-07,8.232682319487028e-08,1.3671817803850784e-07,3.8367601908671147e-07,8.23768254857881e-08,4.6924499252846977e-07,7.275644686066086e-08,2.9521846962022052e-06,5.648496275384317e-08,2.6400020241875205e-07,5.121497889029382e-08,5.569174840135991e-06,1.5982377874849165e-07
34,56,2.827483778131815e-07,1.60325399479278e-07,5.1251543534767314e-08,2.623555992794173e-07,5.6515747051429e-07,4.673448871673597e-07,5.694236352345076e-07,2.323382636924948e-06,6.736823981618597e-07,1.4809627151852195e-07,1.4846165280269893e-07,2.080551942172696e-07,1.6826221816115193e-07,7.467124642774168e-06,1.9162019432758907e-07,9.774494228869202e-07,5.850796507892716e-07
35,57,4.863616001394617e-07,4.0235627725798757e-08,2.4927744821399803e-07,1.5139806794381683e-07,4.1875559077914507e-07,1.0148488744785103e-07,2.028484548737004e-07,2.6797742511557703e-07,6.269878617501613e-08,9.294453698879063e-08,9.600810413592677e-08,3.2783113536631566e-08,8.311202065375998e-08,4.6401470821050104e-07,1.435950595194937e-07,1.4202813275474427e-07,1.1774086503319507e-07
36,59,1.2463706001114385e-06,4.490236890024934e-07,2.0997581967140867e-06,1.0498119685872742e-07,1.635057514193045e-07,3.7853540026597744e-07,2.386905611105973e-07,3.7561221200060673e-07,1.4288782046639435e-07,5.51115113439937e-07,3.5248430195491003e-07,1.0197829489027012e-06,1.4311002930652287e-07,3.316302990782694e-07,2.7186167681271614e-07,3.0793391224425146e-07,1.1449743183992308e-07
37,61,1.228140423138213e-07,5.669207492396397e-08,3.810780076499377e-07,7.734929422339891e-08,6.870400964521762e-08,9.239255247166322e-08,2.1659987334475343e-07,7.12702371932697e-08,2.171955241602203e-07,2.299372553681443e-08,2.390410330531384e-07,3.2776580782276847e-06,3.037356854043331e-06,8.352619867024769e-07,1.9700649471493726e-07,9.015896975236461e-07,1.8492763545010592e-07
38,62,4.179211491887998e-07,7.914394221145678e-08,1.0173246224039831e-07,1.5802704129233233e-07,3.5186353678927376e-07,1.636531141834807e-08,1.2847930294710107e-06,6.055435444462433e-07,1.2581846430740048e-06,5.515728835245166e-07,4.3491109388526464e-07,3.354087849137886e-07,5.347463237555894e-06,5.936016312526427e-07,8.128112390298529e-08,4.388742445945133e-07,6.006172670772133e-07
39,63,2.2643099938651828e-07,1.4480082648258922e-07,8.440173187921804e-08,8.83976619907746e-08,1.9168314756908394e-08,1.8483453118056804e-07,2.482606393764347e-06,9.683398916094106e-08,2.479142707981546e-06,8.238446917595945e-08,2.1953352569562688e-07,5.23234626390863e-07,1.3916329157287693e-07,6.972637443826455e-07,4.4082568512408644e-08,1.0428456641715151e-06,7.223602623070575e-07
40,64,5.739219124794195e-06,8.650450612052419e-08,1.4473492624331084e-06,5.798496265973341e-07,6.071124073485451e-08,4.566158526017383e-07,3.36697563394812e-06,1.6172909605975737e-06,2.477246929718185e-08,1.3264699002034364e-07,1.3139664208814346e-07,4.189020962691334e-07,2.217287973589479e-07,1.436155172207093e-07,3.219436807259351e-07,1.946175711300983e-07,3.6219021696314944e-07
41,65,3.09397354226795e-07,2.970474014471483e-08,4.648535914968302e-08,2.2013143500922365e-07,3.270449814586193e-07,1.0783076308017659e-07,9.585509263907335e-08,2.492902718295463e-07,1.876255611679026e-07,1.4558580115297204e-07,3.557651138797093e-07,1.0520748695005901e-07,8.560613286489933e-08,1.2276575842766082e-07,1.6629167905687118e-06,8.471048634188211e-08,1.4706057709100755e-07
42,66,4.390288817766109e-07,5.8149380210253176e-06,1.3648304045749446e-06,1.9641041464454334e-06,7.953135341884035e-07,7.660344153016545e-08,3.718958167815047e-07,3.346948183154584e-07,1.4574856472786486e-06,2.756495754406872e-07,1.2633057936435954e-07,7.316789699297956e-08,2.751813678314155e-07,1.5817168063838057e-06,5.549538080689718e-07,4.9624090653670364e-08,2.842441332255693e-07
43,68,1.3091358539030887e-07,7.772900676630585e-07,4.902280529292375e-07,1.492954398735742e-06,2.3107845765924965e-07,9.860583884201976e-07,1.852871238586081e-07,2.42129763151197e-07,5.1261305317392364e-08,1.2907809183360994e-07,8.013356730476552e-07,6.214625637307838e-07,2.148988431888442e-07,2.3409432748326772e-08,3.5576828755632456e-07,3.5693582033281184e-07,4.792403024218044e-07
44,69,3.607341908679776e-07,5.217654209278017e-07,9.045245730909241e-07,5.653762612494349e-07,2.2501604888603047e-07,1.0552902389544255e-06,4.1054736871117396e-07,1.6169751288561374e-07,5.175660271390359e-07,8.471937353985238e-08,2.699226077685845e-07,1.0178522058071284e-07,9.111944652435567e-07,4.068992755368903e-07,4.6194021594991015e-06,4.914443349466872e-07,3.919013013392624e-06
45,70,3.3566373332053274e-07,1.689134171069301e-07,1.5015459375645518e-07,2.760034919287268e-07,2.527537161474002e-06,1.4847502888266387e-07,2.1831284290317287e-07,1.3264210075468883e-07,,,,,,,,,2.7928090975200296e-07
46,71,6.370195208941322e-07,4.5785859324526747e-07,8.341082434714789e-08,5.369097296850675e-08,2.8845210253280847e-07,3.33367556940863e-08,5.363389922766591e-08,3.121204111077369e-07,6.336294183835414e-08,1.3215697311333853e-07,1.6541796215935263e-07,1.6363929905099858e-07,3.517861196935737e-08,2.7058123768403254e-07,3.220392447871918e-07,1.3688055154763706e-07,1.2535339225078903e-07
47,72,9.221493996811104e-08,5.0486974844347706e-08,4.447376580220693e-07,2.4738783367942315e-07,2.3532160828396346e-07,1.341792712580022e-07,5.268249300217799e-07,1.9990134876795652e-07,1.910363216694041e-07,1.2681336143612834e-07,4.866150576026506e-07,3.1497773133417674e-07,4.205310957873808e-07,2.97703089197918e-07,2.2722681738087405e-07,4.531916672567601e-06,7.475079675530073e-07
48,73,2.945717124554372e-07,3.1604055124335193e-07,1.6766889288069387e-07,1.256156304601865e-07,4.900032749688115e-07,3.4354518516227953e-07,4.420184250013713e-08,7.891482809922589e-07,9.362166946023537e-08,3.673023602919866e-07,,1.2942565495554655e-07,1.2885323799145978e-07,3.40473509257244e-07,1.942545251141168e-07,1.2323281745193364e-07,2.4892466231391465e-07
49,74,1.0658752997606572e-07,2.6364911894143227e-07,8.175183001147672e-08,7.142655175545223e-08,3.178457484797066e-07,6.568462514360418e-07,6.212475203975963e-08,1.1971016249651106e-07,4.688430465440387e-06,1.1523754430996841e-07,1.9905713630610931e-07,4.6744786835581886e-08,3.8269362399175436e-07,5.399642336252067e-07,2.6306909227191243e-07,3.7589882185715795e-08,8.083709842094825e-08
50,75,7.396881854083643e-07,1.433607352691002e-07,6.22625794406556e-07,1.4973614931354894e-07,5.563114822604751e-07,8.585762936318216e-08,8.391526810882008e-08,4.768141320792772e-07,9.669106536221675e-07,3.664158043045006e-07,8.125919292314337e-08,1.9295719807658986e-07,4.705557558338054e-08,3.6492838159883565e-07,3.1276543436648566e-07,4.691771914361187e-07,4.880337354034552e-07
51,76,9.029315773826625e-08,1.884098291669137e-07,2.6601976547702242e-08,1.0968429571174037e-07,1.0457816287086978e-07,1.141508222698085e-07,1.7775400977090712e-06,1.225269956790745e-07,3.639930353036763e-07,1.41600368344513e-07,8.639981534035506e-07,7.591076483849986e-07,1.1762499126120384e-07,2.1636247370598006e-07,1.9193181515018153e-07,7.92812058122925e-08,8.343996301756341e-08
52,77,2.1146478241792706e-06,5.043118320724462e-08,1.0529125069208113e-07,5.556535312696086e-08,2.650568331721879e-07,2.6832333675780326e-07,4.70773815066376e-08,5.98100114900018e-08,6.407660979560575e-07,5.065415621348261e-07,4.0467259946978934e-07,3.3112418250720745e-07,3.553700319232551e-07,1.4784221136463352e-06,5.263006036458079e-08,8.754339889167199e-08,1.1544793280892079e-07
53,78,1.2099381900169828e-07,4.579416356909715e-08,2.3456159447954482e-08,1.1994339780428856e-07,8.591292812173736e-08,8.826451434439551e-08,6.826058085532195e-08,1.9148172750414307e-08,3.169885119087665e-07,8.145007190963968e-08,4.3707251721395104e-08,1.604997058587763e-07,1.206163670184633e-07,3.435762342845932e-07,8.153309512392872e-08,1.4764236383374526e-06,4.37009727174263e-07
54,79,5.997074132223203e-08,4.205007297960848e-08,9.510367081693065e-08,2.7262267127524015e-08,4.137541699461913e-08,8.689380930636241e-08,3.7229336255908674e-08,,6.84365424820965e-08,6.334802747568633e-08,5.928756724467376e-08,7.968806884992122e-07,1.0498407652726378e-07,6.444979974271368e-08,3.16296262411376e-08,6.139109725014281e-08,1.0364890941583145e-07
55,80,3.4132223432889025e-08,3.4252689636878944e-08,6.75263569896491e-08,6.989638429087022e-08,3.952362197054522e-06,1.390017300420768e-07,2.453897037547741e-07,2.219584706244981e-07,7.656724864697988e-07,1.0450396503940537e-07,1.6862808451422935e-08,4.1998448239745114e-07,4.058337619092698e-08,4.098906123318456e-07,3.305660811585937e-07,5.501623660190829e-08,5.459678223544335e-07
